segments,regions,global region
Finland9138,FIN,Europe and Central Asia
Finland9139,FIN,Europe and Central Asia
Finland9141,FIN,Europe and Central Asia
Finland9144,FIN,Europe and Central Asia
Finland9191,FIN,Europe and Central Asia
Finland9196,FIN,Europe and Central Asia
Finland9198,FIN,Europe and Central Asia
Finland9201,FIN,Europe and Central Asia
Finland9202,FIN,Europe and Central Asia
Finland9207,FIN,Europe and Central Asia
Finland9212,FIN,Europe and Central Asia
Finland9220,FIN,Europe and Central Asia
France10,FRA,Europe and Central Asia
France100,FRA,Europe and Central Asia
France101,FRA,Europe and Central Asia
France10127,FRA,Europe and Central Asia
France10128,FRA,Europe and Central Asia
France102,FRA,Europe and Central Asia
France103,FRA,Europe and Central Asia
France104,FRA,Europe and Central Asia
France105,FRA,Europe and Central Asia
France106,FRA,Europe and Central Asia
France11,FRA,Europe and Central Asia
France12,FRA,Europe and Central Asia
France13,FRA,Europe and Central Asia
France14,FRA,Europe and Central Asia
France15,FRA,Europe and Central Asia
France16,FRA,Europe and Central Asia
France17,FRA,Europe and Central Asia
France18,FRA,Europe and Central Asia
France19,FRA,Europe and Central Asia
France20,FRA,Europe and Central Asia
France21,FRA,Europe and Central Asia
France22,FRA,Europe and Central Asia
France23,FRA,Europe and Central Asia
France24,FRA,Europe and Central Asia
France25,FRA,Europe and Central Asia
France26,FRA,Europe and Central Asia
France27,FRA,Europe and Central Asia
France28,FRA,Europe and Central Asia
France29,FRA,Europe and Central Asia
France3,FRA,Europe and Central Asia
France30,FRA,Europe and Central Asia
France31,FRA,Europe and Central Asia
France32,FRA,Europe and Central Asia
France3202,FRA,Europe and Central Asia
France3203,FRA,Europe and Central Asia
France3204,FRA,Europe and Central Asia
France3205,FRA,Europe and Central Asia
France3206,FRA,Europe and Central Asia
France3207,FRA,Europe and Central Asia
France3208,FRA,Europe and Central Asia
France3209,FRA,Europe and Central Asia
France3210,FRA,Europe and Central Asia
France3211,FRA,Europe and Central Asia
France3212,FRA,Europe and Central Asia
France3213,FRA,Europe and Central Asia
France3214,FRA,Europe and Central Asia
France3215,FRA,Europe and Central Asia
France3216,FRA,Europe and Central Asia
France3217,FRA,Europe and Central Asia
France3218,FRA,Europe and Central Asia
France3219,FRA,Europe and Central Asia
France3220,FRA,Europe and Central Asia
France3221,FRA,Europe and Central Asia
France33,FRA,Europe and Central Asia
France34,FRA,Europe and Central Asia
France35,FRA,Europe and Central Asia
France359,FRA,Europe and Central Asia
France36,FRA,Europe and Central Asia
France360,FRA,Europe and Central Asia
France361,FRA,Europe and Central Asia
France362,FRA,Europe and Central Asia
France363,FRA,Europe and Central Asia
France364,FRA,Europe and Central Asia
France365,FRA,Europe and Central Asia
France366,FRA,Europe and Central Asia
France367,FRA,Europe and Central Asia
France368,FRA,Europe and Central Asia
France369,FRA,Europe and Central Asia
France37,FRA,Europe and Central Asia
France370,FRA,Europe and Central Asia
France371,FRA,Europe and Central Asia
France372,FRA,Europe and Central Asia
France373,FRA,Europe and Central Asia
France374,FRA,Europe and Central Asia
France375,FRA,Europe and Central Asia
France376,FRA,Europe and Central Asia
France377,FRA,Europe and Central Asia
France378,FRA,Europe and Central Asia
France379,FRA,Europe and Central Asia
France38,FRA,Europe and Central Asia
France380,FRA,Europe and Central Asia
France381,FRA,Europe and Central Asia
France382,FRA,Europe and Central Asia
France383,FRA,Europe and Central Asia
France384,FRA,Europe and Central Asia
France385,FRA,Europe and Central Asia
France386,FRA,Europe and Central Asia
France387,FRA,Europe and Central Asia
France388,FRA,Europe and Central Asia
France389,FRA,Europe and Central Asia
France39,FRA,Europe and Central Asia
France390,FRA,Europe and Central Asia
France391,FRA,Europe and Central Asia
France392,FRA,Europe and Central Asia
France393,FRA,Europe and Central Asia
France394,FRA,Europe and Central Asia
France395,FRA,Europe and Central Asia
France396,FRA,Europe and Central Asia
France397,FRA,Europe and Central Asia
France398,FRA,Europe and Central Asia
France4,FRA,Europe and Central Asia
France40,FRA,Europe and Central Asia
France400,FRA,Europe and Central Asia
France401,FRA,Europe and Central Asia
France41,FRA,Europe and Central Asia
France42,FRA,Europe and Central Asia
France43,FRA,Europe and Central Asia
France44,FRA,Europe and Central Asia
France45,FRA,Europe and Central Asia
France46,FRA,Europe and Central Asia
France47,FRA,Europe and Central Asia
France48,FRA,Europe and Central Asia
France49,FRA,Europe and Central Asia
France5,FRA,Europe and Central Asia
France50,FRA,Europe and Central Asia
France51,FRA,Europe and Central Asia
France52,FRA,Europe and Central Asia
France53,FRA,Europe and Central Asia
France54,FRA,Europe and Central Asia
France55,FRA,Europe and Central Asia
France5516,FRA,Europe and Central Asia
France5519,FRA,Europe and Central Asia
France5529,FRA,Europe and Central Asia
France56,FRA,Europe and Central Asia
France57,FRA,Europe and Central Asia
France58,FRA,Europe and Central Asia
France59,FRA,Europe and Central Asia
France6,FRA,Europe and Central Asia
France60,FRA,Europe and Central Asia
France61,FRA,Europe and Central Asia
France62,FRA,Europe and Central Asia
France63,FRA,Europe and Central Asia
France64,FRA,Europe and Central Asia
France65,FRA,Europe and Central Asia
France66,FRA,Europe and Central Asia
France67,FRA,Europe and Central Asia
France68,FRA,Europe and Central Asia
France69,FRA,Europe and Central Asia
France7,FRA,Europe and Central Asia
France70,FRA,Europe and Central Asia
France71,FRA,Europe and Central Asia
France72,FRA,Europe and Central Asia
France73,FRA,Europe and Central Asia
France74,FRA,Europe and Central Asia
France75,FRA,Europe and Central Asia
France76,FRA,Europe and Central Asia
France77,FRA,Europe and Central Asia
France78,FRA,Europe and Central Asia
France79,FRA,Europe and Central Asia
France7970,FRA,Europe and Central Asia
France7972,FRA,Europe and Central Asia
France8,FRA,Europe and Central Asia
France80,FRA,Europe and Central Asia
France81,FRA,Europe and Central Asia
France82,FRA,Europe and Central Asia
France83,FRA,Europe and Central Asia
France84,FRA,Europe and Central Asia
France85,FRA,Europe and Central Asia
France86,FRA,Europe and Central Asia
France87,FRA,Europe and Central Asia
France88,FRA,Europe and Central Asia
France8817,FRA,Europe and Central Asia
France8823,FRA,Europe and Central Asia
France8837,FRA,Europe and Central Asia
France8838,FRA,Europe and Central Asia
France89,FRA,Europe and Central Asia
France8991,FRA,Europe and Central Asia
France8992,FRA,Europe and Central Asia
France8993,FRA,Europe and Central Asia
France8994,FRA,Europe and Central Asia
France8995,FRA,Europe and Central Asia
France8996,FRA,Europe and Central Asia
France8997,FRA,Europe and Central Asia
France8998,FRA,Europe and Central Asia
France8999,FRA,Europe and Central Asia
France9,FRA,Europe and Central Asia
France90,FRA,Europe and Central Asia
France9000,FRA,Europe and Central Asia
France9001,FRA,Europe and Central Asia
France91,FRA,Europe and Central Asia
France92,FRA,Europe and Central Asia
France93,FRA,Europe and Central Asia
France94,FRA,Europe and Central Asia
France9424,FRA,Europe and Central Asia
France9426,FRA,Europe and Central Asia
France9427,FRA,Europe and Central Asia
France9428,FRA,Europe and Central Asia
France9429,FRA,Europe and Central Asia
France9489,FRA,Europe and Central Asia
France95,FRA,Europe and Central Asia
France96,FRA,Europe and Central Asia
France97,FRA,Europe and Central Asia
France9749,FRA,Europe and Central Asia
France9788,FRA,Europe and Central Asia
France98,FRA,Europe and Central Asia
France99,FRA,Europe and Central Asia
FrenchGuiana4875,GUF,Europe and Central Asia
FrenchGuiana4876,GUF,Europe and Central Asia
FrenchGuiana4877,GUF,Europe and Central Asia
FrenchGuiana4878,GUF,Europe and Central Asia
FrenchGuiana4879,GUF,Europe and Central Asia
FrenchPolynesia5531,PYF,East Asia and Pacific
FrenchPolynesia5532,PYF,East Asia and Pacific
FrenchPolynesia5533,PYF,East Asia and Pacific
FrenchPolynesia5534,PYF,East Asia and Pacific
FrenchPolynesia5535,PYF,East Asia and Pacific
FrenchPolynesia5536,PYF,East Asia and Pacific
FrenchPolynesia5537,PYF,East Asia and Pacific
FrenchPolynesia5538,PYF,East Asia and Pacific
FrenchPolynesia5539,PYF,East Asia and Pacific
FrenchPolynesia5549,PYF,East Asia and Pacific
FrenchPolynesia5551,PYF,East Asia and Pacific
FrenchPolynesia5552,PYF,East Asia and Pacific
FrenchPolynesia5567,PYF,East Asia and Pacific
FrenchPolynesia5607,PYF,East Asia and Pacific
FrenchPolynesia5608,PYF,East Asia and Pacific
FrenchPolynesia5609,PYF,East Asia and Pacific
FrenchPolynesia5610,PYF,East Asia and Pacific
FrenchPolynesia5611,PYF,East Asia and Pacific
FrenchPolynesia5612,PYF,East Asia and Pacific
FrenchPolynesia5620,PYF,East Asia and Pacific
FrenchPolynesia5621,PYF,East Asia and Pacific
FrenchPolynesia5622,PYF,East Asia and Pacific
FrenchPolynesia5623,PYF,East Asia and Pacific
FrenchPolynesia5624,PYF,East Asia and Pacific
FrenchPolynesia5630,PYF,East Asia and Pacific
FrenchPolynesia5633,PYF,East Asia and Pacific
FrenchPolynesia5634,PYF,East Asia and Pacific
FrenchPolynesia5635,PYF,East Asia and Pacific
FrenchPolynesia5636,PYF,East Asia and Pacific
FrenchPolynesia5637,PYF,East Asia and Pacific
FrenchPolynesia5638,PYF,East Asia and Pacific
FrenchPolynesia5639,PYF,East Asia and Pacific
FrenchPolynesia5640,PYF,East Asia and Pacific
FrenchPolynesia5641,PYF,East Asia and Pacific
FrenchPolynesia5642,PYF,East Asia and Pacific
FrenchPolynesia5655,PYF,East Asia and Pacific
FrenchPolynesia5661,PYF,East Asia and Pacific
FrenchPolynesia5664,PYF,East Asia and Pacific
FrenchPolynesia5667,PYF,East Asia and Pacific
FrenchPolynesia5668,PYF,East Asia and Pacific
FrenchPolynesia5670,PYF,East Asia and Pacific
FrenchPolynesia5671,PYF,East Asia and Pacific
FrenchPolynesia5728,PYF,East Asia and Pacific
FrenchPolynesia5731,PYF,East Asia and Pacific
FrenchPolynesia5732,PYF,East Asia and Pacific
FrenchPolynesia5733,PYF,East Asia and Pacific
FrenchPolynesia5734,PYF,East Asia and Pacific
FrenchPolynesia5735,PYF,East Asia and Pacific
FrenchPolynesia5736,PYF,East Asia and Pacific
FrenchPolynesia5740,PYF,East Asia and Pacific
FrenchPolynesia5741,PYF,East Asia and Pacific
FrenchPolynesia5742,PYF,East Asia and Pacific
FrenchPolynesia5743,PYF,East Asia and Pacific
FrenchPolynesia5744,PYF,East Asia and Pacific
FrenchPolynesia5745,PYF,East Asia and Pacific
FrenchPolynesia5749,PYF,East Asia and Pacific
FrenchPolynesia5750,PYF,East Asia and Pacific
FrenchPolynesia5751,PYF,East Asia and Pacific
FrenchPolynesia5752,PYF,East Asia and Pacific
FrenchPolynesia5753,PYF,East Asia and Pacific
FrenchPolynesia5754,PYF,East Asia and Pacific
FrenchPolynesia5755,PYF,East Asia and Pacific
FrenchPolynesia5756,PYF,East Asia and Pacific
FrenchPolynesia5757,PYF,East Asia and Pacific
FrenchPolynesia5758,PYF,East Asia and Pacific
FrenchPolynesia5759,PYF,East Asia and Pacific
FrenchPolynesia5760,PYF,East Asia and Pacific
FrenchPolynesia5761,PYF,East Asia and Pacific
FrenchPolynesia5763,PYF,East Asia and Pacific
FrenchPolynesia5764,PYF,East Asia and Pacific
FrenchPolynesia5765,PYF,East Asia and Pacific
FrenchPolynesia5767,PYF,East Asia and Pacific
FrenchPolynesia5768,PYF,East Asia and Pacific
FrenchPolynesia5769,PYF,East Asia and Pacific
FrenchPolynesia5770,PYF,East Asia and Pacific
FrenchPolynesia5771,PYF,East Asia and Pacific
FrenchPolynesia5772,PYF,East Asia and Pacific
FrenchPolynesia5773,PYF,East Asia and Pacific
FrenchPolynesia5774,PYF,East Asia and Pacific
FrenchPolynesia5775,PYF,East Asia and Pacific
FrenchPolynesia5776,PYF,East Asia and Pacific
FrenchPolynesia5777,PYF,East Asia and Pacific
FrenchPolynesia5778,PYF,East Asia and Pacific
FrenchPolynesia5779,PYF,East Asia and Pacific
FrenchPolynesia5780,PYF,East Asia and Pacific
FrenchPolynesia5781,PYF,East Asia and Pacific
FrenchPolynesia5782,PYF,East Asia and Pacific
FrenchPolynesia5783,PYF,East Asia and Pacific
FrenchPolynesia5784,PYF,East Asia and Pacific
FrenchPolynesia5785,PYF,East Asia and Pacific
FrenchPolynesia5786,PYF,East Asia and Pacific
FrenchPolynesia5787,PYF,East Asia and Pacific
FrenchPolynesia5788,PYF,East Asia and Pacific
FrenchPolynesia5789,PYF,East Asia and Pacific
FrenchPolynesia5790,PYF,East Asia and Pacific
FrenchPolynesia5791,PYF,East Asia and Pacific
FrenchPolynesia5792,PYF,East Asia and Pacific
FrenchPolynesia5793,PYF,East Asia and Pacific
FrenchPolynesia5794,PYF,East Asia and Pacific
FrenchPolynesia5795,PYF,East Asia and Pacific
FrenchPolynesia5796,PYF,East Asia and Pacific
FrenchPolynesia5797,PYF,East Asia and Pacific
FrenchPolynesia5798,PYF,East Asia and Pacific
FrenchPolynesia5799,PYF,East Asia and Pacific
FrenchPolynesia5800,PYF,East Asia and Pacific
FrenchPolynesia5801,PYF,East Asia and Pacific
FrenchPolynesia5802,PYF,East Asia and Pacific
FrenchPolynesia5803,PYF,East Asia and Pacific
FrenchPolynesia5804,PYF,East Asia and Pacific
FrenchPolynesia5805,PYF,East Asia and Pacific
FrenchPolynesia5806,PYF,East Asia and Pacific
FrenchPolynesia5807,PYF,East Asia and Pacific
FrenchPolynesia5808,PYF,East Asia and Pacific
FrenchPolynesia5809,PYF,East Asia and Pacific
FrenchPolynesia5810,PYF,East Asia and Pacific
FrenchPolynesia5811,PYF,East Asia and Pacific
FrenchPolynesia5812,PYF,East Asia and Pacific
FrenchPolynesia5813,PYF,East Asia and Pacific
FrenchPolynesia5814,PYF,East Asia and Pacific
FrenchPolynesia5815,PYF,East Asia and Pacific
FrenchPolynesia5816,PYF,East Asia and Pacific
FrenchPolynesia5817,PYF,East Asia and Pacific
FrenchPolynesia5818,PYF,East Asia and Pacific
FrenchPolynesia5819,PYF,East Asia and Pacific
FrenchPolynesia5820,PYF,East Asia and Pacific
FrenchPolynesia5821,PYF,East Asia and Pacific
FrenchPolynesia5822,PYF,East Asia and Pacific
FrenchPolynesia5823,PYF,East Asia and Pacific
FrenchPolynesia5824,PYF,East Asia and Pacific
FrenchPolynesia5825,PYF,East Asia and Pacific
FrenchPolynesia5826,PYF,East Asia and Pacific
FrenchPolynesia5827,PYF,East Asia and Pacific
FrenchPolynesia5828,PYF,East Asia and Pacific
FrenchPolynesia5829,PYF,East Asia and Pacific
FrenchPolynesia5830,PYF,East Asia and Pacific
FrenchPolynesia5831,PYF,East Asia and Pacific
FrenchPolynesia5832,PYF,East Asia and Pacific
FrenchPolynesia5833,PYF,East Asia and Pacific
FrenchPolynesia5834,PYF,East Asia and Pacific
FrenchPolynesia5835,PYF,East Asia and Pacific
FrenchPolynesia5836,PYF,East Asia and Pacific
FrenchPolynesia5837,PYF,East Asia and Pacific
FrenchPolynesia5838,PYF,East Asia and Pacific
FrenchPolynesia5839,PYF,East Asia and Pacific
FrenchPolynesia5840,PYF,East Asia and Pacific
FrenchPolynesia5841,PYF,East Asia and Pacific
FrenchPolynesia5842,PYF,East Asia and Pacific
FrenchPolynesia5843,PYF,East Asia and Pacific
FrenchPolynesia5845,PYF,East Asia and Pacific
FrenchPolynesia5846,PYF,East Asia and Pacific
FrenchPolynesia5847,PYF,East Asia and Pacific
FrenchPolynesia5848,PYF,East Asia and Pacific
FrenchPolynesia5849,PYF,East Asia and Pacific
FrenchPolynesia5850,PYF,East Asia and Pacific
FrenchPolynesia5851,PYF,East Asia and Pacific
FrenchPolynesia5852,PYF,East Asia and Pacific
FrenchPolynesia5853,PYF,East Asia and Pacific
FrenchPolynesia5854,PYF,East Asia and Pacific
FrenchPolynesia5856,PYF,East Asia and Pacific
FrenchPolynesia5857,PYF,East Asia and Pacific
FrenchPolynesia5858,PYF,East Asia and Pacific
FrenchPolynesia5859,PYF,East Asia and Pacific
FrenchPolynesia5860,PYF,East Asia and Pacific
FrenchPolynesia5861,PYF,East Asia and Pacific
FrenchPolynesia5862,PYF,East Asia and Pacific
FrenchPolynesia5863,PYF,East Asia and Pacific
FrenchPolynesia5864,PYF,East Asia and Pacific
FrenchPolynesia5865,PYF,East Asia and Pacific
FrenchPolynesia5866,PYF,East Asia and Pacific
FrenchPolynesia5867,PYF,East Asia and Pacific
FrenchPolynesia5870,PYF,East Asia and Pacific
FrenchPolynesia5871,PYF,East Asia and Pacific
FrenchPolynesia5872,PYF,East Asia and Pacific
FrenchPolynesia5873,PYF,East Asia and Pacific
FrenchPolynesia5874,PYF,East Asia and Pacific
FrenchPolynesia5875,PYF,East Asia and Pacific
FrenchPolynesia5876,PYF,East Asia and Pacific
FrenchPolynesia5877,PYF,East Asia and Pacific
FrenchPolynesia5878,PYF,East Asia and Pacific
FrenchPolynesia5879,PYF,East Asia and Pacific
FrenchPolynesia5880,PYF,East Asia and Pacific
FrenchPolynesia5882,PYF,East Asia and Pacific
FrenchPolynesia5883,PYF,East Asia and Pacific
FrenchPolynesia5884,PYF,East Asia and Pacific
FrenchPolynesia5886,PYF,East Asia and Pacific
FrenchPolynesia5887,PYF,East Asia and Pacific
FrenchPolynesia5888,PYF,East Asia and Pacific
FrenchPolynesia5889,PYF,East Asia and Pacific
FrenchPolynesia5890,PYF,East Asia and Pacific
FrenchPolynesia5891,PYF,East Asia and Pacific
FrenchPolynesia5892,PYF,East Asia and Pacific
FrenchPolynesia5893,PYF,East Asia and Pacific
FrenchPolynesia5894,PYF,East Asia and Pacific
FrenchPolynesia5895,PYF,East Asia and Pacific
FrenchPolynesia5896,PYF,East Asia and Pacific
FrenchPolynesia5897,PYF,East Asia and Pacific
FrenchPolynesia5898,PYF,East Asia and Pacific
FrenchPolynesia5899,PYF,East Asia and Pacific
FrenchPolynesia5900,PYF,East Asia and Pacific
FrenchPolynesia5901,PYF,East Asia and Pacific
FrenchPolynesia5904,PYF,East Asia and Pacific
FrenchPolynesia5905,PYF,East Asia and Pacific
FrenchPolynesia5906,PYF,East Asia and Pacific
FrenchPolynesia5907,PYF,East Asia and Pacific
FrenchPolynesia5909,PYF,East Asia and Pacific
FrenchPolynesia5910,PYF,East Asia and Pacific
FrenchPolynesia5911,PYF,East Asia and Pacific
FrenchPolynesia5912,PYF,East Asia and Pacific
FrenchPolynesia5913,PYF,East Asia and Pacific
FrenchPolynesia5915,PYF,East Asia and Pacific
FrenchPolynesia5916,PYF,East Asia and Pacific
FrenchPolynesia5917,PYF,East Asia and Pacific
FrenchPolynesia5918,PYF,East Asia and Pacific
FrenchPolynesia5919,PYF,East Asia and Pacific
FrenchPolynesia5920,PYF,East Asia and Pacific
FrenchPolynesia5921,PYF,East Asia and Pacific
FrenchPolynesia5923,PYF,East Asia and Pacific
FrenchPolynesia5924,PYF,East Asia and Pacific
FrenchPolynesia5925,PYF,East Asia and Pacific
FrenchPolynesia5926,PYF,East Asia and Pacific
FrenchPolynesia5928,PYF,East Asia and Pacific
FrenchPolynesia5929,PYF,East Asia and Pacific
FrenchPolynesia5930,PYF,East Asia and Pacific
FrenchPolynesia5931,PYF,East Asia and Pacific
FrenchPolynesia5933,PYF,East Asia and Pacific
FrenchPolynesia5934,PYF,East Asia and Pacific
FrenchPolynesia5935,PYF,East Asia and Pacific
FrenchPolynesia5937,PYF,East Asia and Pacific
FrenchPolynesia5939,PYF,East Asia and Pacific
FrenchPolynesia5940,PYF,East Asia and Pacific
FrenchPolynesia5941,PYF,East Asia and Pacific
FrenchPolynesia5942,PYF,East Asia and Pacific
FrenchPolynesia5944,PYF,East Asia and Pacific
FrenchPolynesia5945,PYF,East Asia and Pacific
FrenchPolynesia5946,PYF,East Asia and Pacific
FrenchPolynesia5948,PYF,East Asia and Pacific
FrenchPolynesia5949,PYF,East Asia and Pacific
FrenchPolynesia5950,PYF,East Asia and Pacific
FrenchPolynesia5951,PYF,East Asia and Pacific
FrenchPolynesia5952,PYF,East Asia and Pacific
FrenchPolynesia5953,PYF,East Asia and Pacific
FrenchPolynesia5954,PYF,East Asia and Pacific
FrenchPolynesia5955,PYF,East Asia and Pacific
FrenchPolynesia5956,PYF,East Asia and Pacific
FrenchPolynesia5957,PYF,East Asia and Pacific
FrenchPolynesia5958,PYF,East Asia and Pacific
FrenchPolynesia5959,PYF,East Asia and Pacific
FrenchPolynesia5960,PYF,East Asia and Pacific
FrenchPolynesia5961,PYF,East Asia and Pacific
FrenchPolynesia5962,PYF,East Asia and Pacific
FrenchPolynesia5963,PYF,East Asia and Pacific
FrenchPolynesia5964,PYF,East Asia and Pacific
FrenchPolynesia5965,PYF,East Asia and Pacific
FrenchPolynesia5966,PYF,East Asia and Pacific
FrenchPolynesia5967,PYF,East Asia and Pacific
FrenchPolynesia5968,PYF,East Asia and Pacific
FrenchPolynesia5969,PYF,East Asia and Pacific
FrenchPolynesia5970,PYF,East Asia and Pacific
FrenchPolynesia5971,PYF,East Asia and Pacific
FrenchPolynesia5972,PYF,East Asia and Pacific
FrenchPolynesia5973,PYF,East Asia and Pacific
FrenchPolynesia5975,PYF,East Asia and Pacific
FrenchPolynesia5976,PYF,East Asia and Pacific
FrenchPolynesia5977,PYF,East Asia and Pacific
FrenchPolynesia5978,PYF,East Asia and Pacific
FrenchPolynesia5979,PYF,East Asia and Pacific
FrenchPolynesia5980,PYF,East Asia and Pacific
FrenchPolynesia5981,PYF,East Asia and Pacific
FrenchPolynesia5982,PYF,East Asia and Pacific
FrenchPolynesia5983,PYF,East Asia and Pacific
FrenchPolynesia5984,PYF,East Asia and Pacific
FrenchPolynesia5985,PYF,East Asia and Pacific
FrenchPolynesia5986,PYF,East Asia and Pacific
FrenchPolynesia5987,PYF,East Asia and Pacific
FrenchPolynesia5988,PYF,East Asia and Pacific
FrenchPolynesia5989,PYF,East Asia and Pacific
FrenchPolynesia5990,PYF,East Asia and Pacific
FrenchPolynesia5991,PYF,East Asia and Pacific
FrenchPolynesia5992,PYF,East Asia and Pacific
FrenchPolynesia5993,PYF,East Asia and Pacific
FrenchPolynesia5994,PYF,East Asia and Pacific
FrenchPolynesia5995,PYF,East Asia and Pacific
FrenchPolynesia5996,PYF,East Asia and Pacific
FrenchPolynesia5997,PYF,East Asia and Pacific
FrenchPolynesia5998,PYF,East Asia and Pacific
FrenchPolynesia5999,PYF,East Asia and Pacific
FrenchPolynesia6000,PYF,East Asia and Pacific
FrenchPolynesia6001,PYF,East Asia and Pacific
FrenchPolynesia6002,PYF,East Asia and Pacific
FrenchPolynesia6003,PYF,East Asia and Pacific
FrenchPolynesia6004,PYF,East Asia and Pacific
FrenchPolynesia6005,PYF,East Asia and Pacific
FrenchPolynesia6006,PYF,East Asia and Pacific
FrenchPolynesia6007,PYF,East Asia and Pacific
FrenchPolynesia6008,PYF,East Asia and Pacific
FrenchPolynesia6009,PYF,East Asia and Pacific
FrenchPolynesia6010,PYF,East Asia and Pacific
FrenchPolynesia6011,PYF,East Asia and Pacific
FrenchPolynesia6012,PYF,East Asia and Pacific
FrenchPolynesia6013,PYF,East Asia and Pacific
FrenchPolynesia6014,PYF,East Asia and Pacific
FrenchPolynesia6016,PYF,East Asia and Pacific
FrenchPolynesia6019,PYF,East Asia and Pacific
FrenchPolynesia6021,PYF,East Asia and Pacific
FrenchPolynesia6022,PYF,East Asia and Pacific
FrenchPolynesia6023,PYF,East Asia and Pacific
FrenchPolynesia6024,PYF,East Asia and Pacific
FrenchPolynesia6025,PYF,East Asia and Pacific
FrenchPolynesia6026,PYF,East Asia and Pacific
FrenchPolynesia6027,PYF,East Asia and Pacific
FrenchPolynesia6028,PYF,East Asia and Pacific
FrenchPolynesia6029,PYF,East Asia and Pacific
FrenchPolynesia6030,PYF,East Asia and Pacific
FrenchPolynesia6032,PYF,East Asia and Pacific
FrenchPolynesia6033,PYF,East Asia and Pacific
FrenchPolynesia6034,PYF,East Asia and Pacific
FrenchPolynesia6035,PYF,East Asia and Pacific
FrenchPolynesia6036,PYF,East Asia and Pacific
FrenchPolynesia6037,PYF,East Asia and Pacific
FrenchPolynesia6038,PYF,East Asia and Pacific
FrenchPolynesia6039,PYF,East Asia and Pacific
FrenchPolynesia6040,PYF,East Asia and Pacific
FrenchPolynesia6041,PYF,East Asia and Pacific
FrenchPolynesia6042,PYF,East Asia and Pacific
FrenchPolynesia6043,PYF,East Asia and Pacific
FrenchPolynesia6044,PYF,East Asia and Pacific
FrenchPolynesia6045,PYF,East Asia and Pacific
FrenchPolynesia6046,PYF,East Asia and Pacific
FrenchPolynesia6047,PYF,East Asia and Pacific
FrenchPolynesia6048,PYF,East Asia and Pacific
FrenchPolynesia6049,PYF,East Asia and Pacific
FrenchPolynesia6050,PYF,East Asia and Pacific
FrenchPolynesia6051,PYF,East Asia and Pacific
FrenchPolynesia6052,PYF,East Asia and Pacific
FrenchPolynesia6053,PYF,East Asia and Pacific
FrenchPolynesia6054,PYF,East Asia and Pacific
FrenchPolynesia6055,PYF,East Asia and Pacific
FrenchPolynesia6057,PYF,East Asia and Pacific
FrenchPolynesia6058,PYF,East Asia and Pacific
FrenchPolynesia6059,PYF,East Asia and Pacific
FrenchPolynesia6060,PYF,East Asia and Pacific
FrenchPolynesia6061,PYF,East Asia and Pacific
FrenchPolynesia6062,PYF,East Asia and Pacific
FrenchPolynesia6063,PYF,East Asia and Pacific
FrenchPolynesia6064,PYF,East Asia and Pacific
FrenchPolynesia6065,PYF,East Asia and Pacific
FrenchPolynesia6066,PYF,East Asia and Pacific
FrenchPolynesia6067,PYF,East Asia and Pacific
FrenchPolynesia6068,PYF,East Asia and Pacific
FrenchPolynesia6069,PYF,East Asia and Pacific
FrenchPolynesia6070,PYF,East Asia and Pacific
FrenchPolynesia6071,PYF,East Asia and Pacific
FrenchPolynesia6072,PYF,East Asia and Pacific
FrenchPolynesia6074,PYF,East Asia and Pacific
FrenchPolynesia6075,PYF,East Asia and Pacific
FrenchPolynesia6076,PYF,East Asia and Pacific
FrenchPolynesia6079,PYF,East Asia and Pacific
FrenchPolynesia6080,PYF,East Asia and Pacific
FrenchPolynesia6081,PYF,East Asia and Pacific
FrenchPolynesia6082,PYF,East Asia and Pacific
FrenchPolynesia6083,PYF,East Asia and Pacific
FrenchPolynesia6084,PYF,East Asia and Pacific
FrenchPolynesia6085,PYF,East Asia and Pacific
FrenchPolynesia6086,PYF,East Asia and Pacific
FrenchPolynesia6087,PYF,East Asia and Pacific
FrenchPolynesia6088,PYF,East Asia and Pacific
FrenchPolynesia6090,PYF,East Asia and Pacific
FrenchPolynesia6092,PYF,East Asia and Pacific
FrenchPolynesia6094,PYF,East Asia and Pacific
FrenchPolynesia6096,PYF,East Asia and Pacific
FrenchPolynesia6097,PYF,East Asia and Pacific
FrenchPolynesia6100,PYF,East Asia and Pacific
FrenchPolynesia6101,PYF,East Asia and Pacific
FrenchPolynesia6102,PYF,East Asia and Pacific
FrenchPolynesia6104,PYF,East Asia and Pacific
FrenchPolynesia6105,PYF,East Asia and Pacific
FrenchPolynesia6108,PYF,East Asia and Pacific
FrenchPolynesia6109,PYF,East Asia and Pacific
FrenchPolynesia6111,PYF,East Asia and Pacific
FrenchPolynesia6114,PYF,East Asia and Pacific
FrenchPolynesia6115,PYF,East Asia and Pacific
FrenchPolynesia6116,PYF,East Asia and Pacific
FrenchPolynesia6117,PYF,East Asia and Pacific
FrenchPolynesia6119,PYF,East Asia and Pacific
FrenchPolynesia6120,PYF,East Asia and Pacific
FrenchPolynesia6121,PYF,East Asia and Pacific
FrenchPolynesia6125,PYF,East Asia and Pacific
FrenchPolynesia6126,PYF,East Asia and Pacific
FrenchPolynesia6127,PYF,East Asia and Pacific
FrenchPolynesia6128,PYF,East Asia and Pacific
FrenchPolynesia6129,PYF,East Asia and Pacific
FrenchPolynesia6130,PYF,East Asia and Pacific
FrenchPolynesia6131,PYF,East Asia and Pacific
FrenchPolynesia6132,PYF,East Asia and Pacific
