segments,regions,global region
Maldives9622,MDV,South Asia
Maldives9623,MDV,South Asia
Maldives9624,MDV,South Asia
Maldives9625,MDV,South Asia
Maldives9626,MDV,South Asia
Maldives9627,MDV,South Asia
Maldives9628,MDV,South Asia
Maldives9629,MDV,South Asia
Maldives9630,MDV,South Asia
Maldives9631,MDV,South Asia
Maldives9632,MDV,South Asia
Maldives9633,MDV,South Asia
Maldives9634,MDV,South Asia
Maldives9635,MDV,South Asia
Maldives9637,MDV,South Asia
Maldives9638,MDV,South Asia
Maldives9639,MDV,South Asia
Maldives9640,MDV,South Asia
Maldives9641,MDV,South Asia
Maldives9642,MDV,South Asia
Maldives9643,MDV,South Asia
Maldives9644,MDV,South Asia
Maldives9645,MDV,South Asia
Maldives9646,MDV,South Asia
Maldives9647,MDV,South Asia
Maldives9648,MDV,South Asia
Maldives9649,MDV,South Asia
Maldives9650,MDV,South Asia
Maldives9651,MDV,South Asia
Maldives9652,MDV,South Asia
Maldives9653,MDV,South Asia
Maldives9654,MDV,South Asia
Maldives9655,MDV,South Asia
Maldives9656,MDV,South Asia
Maldives9657,MDV,South Asia
Maldives9658,MDV,South Asia
Maldives9659,MDV,South Asia
Maldives9660,MDV,South Asia
Maldives9661,MDV,South Asia
Maldives9662,MDV,South Asia
Maldives9663,MDV,South Asia
Maldives9664,MDV,South Asia
Maldives9665,MDV,South Asia
Maldives9666,MDV,South Asia
Maldives9667,MDV,South Asia
Maldives9668,MDV,South Asia
Maldives9669,MDV,South Asia
Maldives9670,MDV,South Asia
Maldives9671,MDV,South Asia
Maldives9672,MDV,South Asia
Maldives9673,MDV,South Asia
Maldives9674,MDV,South Asia
Maldives9675,MDV,South Asia
Maldives9676,MDV,South Asia
Maldives9677,MDV,South Asia
Maldives9678,MDV,South Asia
Maldives9679,MDV,South Asia
Maldives9680,MDV,South Asia
Maldives9681,MDV,South Asia
Maldives9682,MDV,South Asia
Maldives9683,MDV,South Asia
Maldives9684,MDV,South Asia
Maldives9685,MDV,South Asia
Maldives9686,MDV,South Asia
Maldives9687,MDV,South Asia
Maldives9688,MDV,South Asia
Maldives9689,MDV,South Asia
Maldives9690,MDV,South Asia
Maldives9691,MDV,South Asia
Maldives9692,MDV,South Asia
Maldives9693,MDV,South Asia
Maldives9694,MDV,South Asia
Maldives9695,MDV,South Asia
Maldives9696,MDV,South Asia
Maldives9697,MDV,South Asia
Maldives9698,MDV,South Asia
Maldives9699,MDV,South Asia
Maldives9700,MDV,South Asia
Maldives9701,MDV,South Asia
Maldives9702,MDV,South Asia
Maldives9703,MDV,South Asia
Maldives9704,MDV,South Asia
Maldives9705,MDV,South Asia
Maldives9706,MDV,South Asia
Maldives9707,MDV,South Asia
Maldives9708,MDV,South Asia
Maldives9709,MDV,South Asia
Maldives9710,MDV,South Asia
Maldives9711,MDV,South Asia
Maldives9712,MDV,South Asia
Maldives9713,MDV,South Asia
Maldives9714,MDV,South Asia
Maldives9715,MDV,South Asia
Maldives9716,MDV,South Asia
Maldives9717,MDV,South Asia
Maldives9718,MDV,South Asia
Maldives9719,MDV,South Asia
Maldives9720,MDV,South Asia
Maldives9721,MDV,South Asia
Maldives9722,MDV,South Asia
Maldives9723,MDV,South Asia
Maldives9724,MDV,South Asia
Maldives9726,MDV,South Asia
Maldives9728,MDV,South Asia
Maldives9729,MDV,South Asia
Maldives9730,MDV,South Asia
Maldives9731,MDV,South Asia
Maldives9732,MDV,South Asia
Maldives9733,MDV,South Asia
Maldives9734,MDV,South Asia
Maldives9735,MDV,South Asia
Maldives9736,MDV,South Asia
Maldives9737,MDV,South Asia
Maldives9738,MDV,South Asia
Maldives9739,MDV,South Asia
Maldives9740,MDV,South Asia
Maldives9741,MDV,South Asia
Maldives9742,MDV,South Asia
Maldives9743,MDV,South Asia
Maldives9744,MDV,South Asia
Maldives9745,MDV,South Asia
Maldives9746,MDV,South Asia
Maldives9747,MDV,South Asia
Maldives9748,MDV,South Asia
Maldives9750,MDV,South Asia
Maldives9752,MDV,South Asia
Maldives9753,MDV,South Asia
Maldives9754,MDV,South Asia
Maldives9755,MDV,South Asia
Maldives9756,MDV,South Asia
Maldives9757,MDV,South Asia
Maldives9758,MDV,South Asia
Maldives9759,MDV,South Asia
Maldives9760,MDV,South Asia
Maldives9761,MDV,South Asia
Maldives9762,MDV,South Asia
Maldives9763,MDV,South Asia
Maldives9764,MDV,South Asia
Maldives9765,MDV,South Asia
Maldives9766,MDV,South Asia
Maldives9767,MDV,South Asia
Maldives9768,MDV,South Asia
Maldives9769,MDV,South Asia
Maldives9770,MDV,South Asia
Maldives9771,MDV,South Asia
Maldives9772,MDV,South Asia
Maldives9773,MDV,South Asia
Maldives9774,MDV,South Asia
Maldives9776,MDV,South Asia
Maldives9777,MDV,South Asia
Maldives9778,MDV,South Asia
Maldives9779,MDV,South Asia
Maldives9780,MDV,South Asia
Maldives9781,MDV,South Asia
Maldives9782,MDV,South Asia
Maldives9783,MDV,South Asia
Maldives9784,MDV,South Asia
Maldives9785,MDV,South Asia
Maldives9786,MDV,South Asia
Maldives9787,MDV,South Asia
Maldives9789,MDV,South Asia
Maldives9790,MDV,South Asia
Maldives9791,MDV,South Asia
Maldives9792,MDV,South Asia
Maldives9793,MDV,South Asia
Maldives9794,MDV,South Asia
Maldives9795,MDV,South Asia
Maldives9796,MDV,South Asia
Maldives9797,MDV,South Asia
Maldives9798,MDV,South Asia
Maldives9799,MDV,South Asia
Maldives9800,MDV,South Asia
Maldives9801,MDV,South Asia
Maldives9802,MDV,South Asia
Maldives9803,MDV,South Asia
Maldives9804,MDV,South Asia
Maldives9805,MDV,South Asia
Maldives9806,MDV,South Asia
Maldives9807,MDV,South Asia
Maldives9808,MDV,South Asia
Maldives9809,MDV,South Asia
Maldives9810,MDV,South Asia
Maldives9811,MDV,South Asia
Maldives9812,MDV,South Asia
Maldives9813,MDV,South Asia
Maldives9814,MDV,South Asia
Maldives9815,MDV,South Asia
Maldives9816,MDV,South Asia
Maldives9817,MDV,South Asia
Maldives9818,MDV,South Asia
Maldives9819,MDV,South Asia
Maldives9820,MDV,South Asia
Maldives9821,MDV,South Asia
Maldives9822,MDV,South Asia
Maldives9823,MDV,South Asia
Maldives9824,MDV,South Asia
Maldives9825,MDV,South Asia
Maldives9826,MDV,South Asia
Maldives9827,MDV,South Asia
Maldives9828,MDV,South Asia
Maldives9829,MDV,South Asia
Maldives9830,MDV,South Asia
Maldives9831,MDV,South Asia
Maldives9832,MDV,South Asia
Maldives9833,MDV,South Asia
Maldives9834,MDV,South Asia
Maldives9835,MDV,South Asia
Maldives9836,MDV,South Asia
Maldives9837,MDV,South Asia
Maldives9838,MDV,South Asia
Maldives9839,MDV,South Asia
Maldives9840,MDV,South Asia
Maldives9841,MDV,South Asia
Maldives9842,MDV,South Asia
Maldives9843,MDV,South Asia
Maldives9844,MDV,South Asia
Maldives9845,MDV,South Asia
Maldives9846,MDV,South Asia
Maldives9847,MDV,South Asia
Maldives9848,MDV,South Asia
Maldives9849,MDV,South Asia
Maldives9850,MDV,South Asia
Maldives9851,MDV,South Asia
Maldives9852,MDV,South Asia
Maldives9853,MDV,South Asia
Maldives9854,MDV,South Asia
Maldives9855,MDV,South Asia
Maldives9856,MDV,South Asia
Maldives9857,MDV,South Asia
Maldives9858,MDV,South Asia
Maldives9859,MDV,South Asia
Maldives9860,MDV,South Asia
Maldives9861,MDV,South Asia
Maldives9862,MDV,South Asia
Maldives9863,MDV,South Asia
Maldives9864,MDV,South Asia
Maldives9865,MDV,South Asia
Maldives9866,MDV,South Asia
Maldives9867,MDV,South Asia
Maldives9868,MDV,South Asia
Maldives9869,MDV,South Asia
Maldives9870,MDV,South Asia
Maldives9871,MDV,South Asia
Maldives9872,MDV,South Asia
Maldives9873,MDV,South Asia
Maldives9874,MDV,South Asia
Maldives9875,MDV,South Asia
Maldives9876,MDV,South Asia
Maldives9877,MDV,South Asia
Maldives9878,MDV,South Asia
Maldives9879,MDV,South Asia
Maldives9880,MDV,South Asia
Maldives9881,MDV,South Asia
Maldives9882,MDV,South Asia
Maldives9883,MDV,South Asia
Maldives9884,MDV,South Asia
Maldives9885,MDV,South Asia
Maldives9886,MDV,South Asia
Maldives9887,MDV,South Asia
Maldives9888,MDV,South Asia
Maldives9889,MDV,South Asia
Maldives9890,MDV,South Asia
Maldives9891,MDV,South Asia
Maldives9892,MDV,South Asia
Maldives9893,MDV,South Asia
Maldives9894,MDV,South Asia
Maldives9896,MDV,South Asia
Maldives9897,MDV,South Asia
Maldives9898,MDV,South Asia
Maldives9899,MDV,South Asia
Maldives9900,MDV,South Asia
Maldives9901,MDV,South Asia
Maldives9902,MDV,South Asia
Maldives9903,MDV,South Asia
Maldives9904,MDV,South Asia
Maldives9905,MDV,South Asia
Maldives9906,MDV,South Asia
Maldives9907,MDV,South Asia
Maldives9908,MDV,South Asia
Maldives9909,MDV,South Asia
Maldives9910,MDV,South Asia
Maldives9911,MDV,South Asia
Maldives9912,MDV,South Asia
Maldives9914,MDV,South Asia
Maldives9915,MDV,South Asia
Maldives9916,MDV,South Asia
Maldives9917,MDV,South Asia
Maldives9918,MDV,South Asia
Maldives9919,MDV,South Asia
Maldives9920,MDV,South Asia
Maldives9921,MDV,South Asia
Maldives9922,MDV,South Asia
Maldives9923,MDV,South Asia
Maldives9924,MDV,South Asia
Maldives9925,MDV,South Asia
Maldives9926,MDV,South Asia
Maldives9927,MDV,South Asia
Maldives9928,MDV,South Asia
Maldives9929,MDV,South Asia
Maldives9930,MDV,South Asia
Maldives9931,MDV,South Asia
Maldives9932,MDV,South Asia
Maldives9933,MDV,South Asia
Maldives9934,MDV,South Asia
Maldives9935,MDV,South Asia
Maldives9936,MDV,South Asia
Maldives9937,MDV,South Asia
Maldives9938,MDV,South Asia
Maldives9939,MDV,South Asia
Maldives9940,MDV,South Asia
Maldives9941,MDV,South Asia
Maldives9942,MDV,South Asia
Maldives9943,MDV,South Asia
Maldives9944,MDV,South Asia
Maldives9945,MDV,South Asia
Maldives9946,MDV,South Asia
Maldives9947,MDV,South Asia
Maldives9948,MDV,South Asia
Maldives9949,MDV,South Asia
Maldives9950,MDV,South Asia
Maldives9951,MDV,South Asia
Maldives9952,MDV,South Asia
Maldives9953,MDV,South Asia
Maldives9954,MDV,South Asia
Maldives9955,MDV,South Asia
Maldives9956,MDV,South Asia
Maldives9958,MDV,South Asia
Malta9113,MLT,Middle East and North Africa
MarshallIslands11828,MHL,East Asia and Pacific
MarshallIslands11864,MHL,East Asia and Pacific
MarshallIslands11865,MHL,East Asia and Pacific
MarshallIslands11869,MHL,East Asia and Pacific
MarshallIslands11870,MHL,East Asia and Pacific
MarshallIslands11871,MHL,East Asia and Pacific
MarshallIslands11872,MHL,East Asia and Pacific
MarshallIslands11873,MHL,East Asia and Pacific
MarshallIslands11874,MHL,East Asia and Pacific
MarshallIslands11875,MHL,East Asia and Pacific
MarshallIslands11877,MHL,East Asia and Pacific
MarshallIslands11878,MHL,East Asia and Pacific
MarshallIslands11879,MHL,East Asia and Pacific
MarshallIslands11880,MHL,East Asia and Pacific
MarshallIslands11881,MHL,East Asia and Pacific
MarshallIslands11883,MHL,East Asia and Pacific
MarshallIslands11884,MHL,East Asia and Pacific
MarshallIslands11885,MHL,East Asia and Pacific
MarshallIslands11886,MHL,East Asia and Pacific
MarshallIslands11887,MHL,East Asia and Pacific
MarshallIslands11888,MHL,East Asia and Pacific
MarshallIslands11889,MHL,East Asia and Pacific
MarshallIslands11890,MHL,East Asia and Pacific
MarshallIslands11891,MHL,East Asia and Pacific
MarshallIslands11892,MHL,East Asia and Pacific
MarshallIslands11893,MHL,East Asia and Pacific
MarshallIslands11894,MHL,East Asia and Pacific
MarshallIslands11897,MHL,East Asia and Pacific
MarshallIslands11898,MHL,East Asia and Pacific
MarshallIslands11899,MHL,East Asia and Pacific
MarshallIslands11900,MHL,East Asia and Pacific
MarshallIslands11901,MHL,East Asia and Pacific
MarshallIslands11902,MHL,East Asia and Pacific
MarshallIslands11903,MHL,East Asia and Pacific
MarshallIslands11904,MHL,East Asia and Pacific
MarshallIslands11905,MHL,East Asia and Pacific
MarshallIslands11906,MHL,East Asia and Pacific
MarshallIslands11907,MHL,East Asia and Pacific
MarshallIslands11908,MHL,East Asia and Pacific
MarshallIslands11909,MHL,East Asia and Pacific
MarshallIslands11910,MHL,East Asia and Pacific
MarshallIslands11911,MHL,East Asia and Pacific
MarshallIslands11912,MHL,East Asia and Pacific
MarshallIslands11913,MHL,East Asia and Pacific
MarshallIslands11914,MHL,East Asia and Pacific
MarshallIslands11915,MHL,East Asia and Pacific
MarshallIslands11916,MHL,East Asia and Pacific
MarshallIslands11918,MHL,East Asia and Pacific
MarshallIslands11919,MHL,East Asia and Pacific
MarshallIslands11920,MHL,East Asia and Pacific
MarshallIslands11921,MHL,East Asia and Pacific
MarshallIslands11922,MHL,East Asia and Pacific
MarshallIslands11923,MHL,East Asia and Pacific
MarshallIslands11924,MHL,East Asia and Pacific
MarshallIslands11925,MHL,East Asia and Pacific
MarshallIslands11926,MHL,East Asia and Pacific
MarshallIslands11927,MHL,East Asia and Pacific
MarshallIslands11928,MHL,East Asia and Pacific
MarshallIslands11929,MHL,East Asia and Pacific
MarshallIslands11930,MHL,East Asia and Pacific
MarshallIslands11931,MHL,East Asia and Pacific
MarshallIslands11932,MHL,East Asia and Pacific
MarshallIslands11933,MHL,East Asia and Pacific
MarshallIslands11934,MHL,East Asia and Pacific
MarshallIslands11935,MHL,East Asia and Pacific
MarshallIslands11936,MHL,East Asia and Pacific
MarshallIslands11937,MHL,East Asia and Pacific
MarshallIslands11938,MHL,East Asia and Pacific
MarshallIslands11939,MHL,East Asia and Pacific
MarshallIslands11940,MHL,East Asia and Pacific
MarshallIslands11941,MHL,East Asia and Pacific
MarshallIslands11942,MHL,East Asia and Pacific
MarshallIslands11943,MHL,East Asia and Pacific
MarshallIslands11944,MHL,East Asia and Pacific
MarshallIslands11945,MHL,East Asia and Pacific
MarshallIslands11946,MHL,East Asia and Pacific
MarshallIslands11947,MHL,East Asia and Pacific
MarshallIslands11948,MHL,East Asia and Pacific
MarshallIslands11949,MHL,East Asia and Pacific
MarshallIslands11950,MHL,East Asia and Pacific
MarshallIslands11951,MHL,East Asia and Pacific
MarshallIslands11952,MHL,East Asia and Pacific
MarshallIslands11953,MHL,East Asia and Pacific
MarshallIslands11954,MHL,East Asia and Pacific
MarshallIslands11955,MHL,East Asia and Pacific
MarshallIslands11956,MHL,East Asia and Pacific
MarshallIslands11957,MHL,East Asia and Pacific
MarshallIslands11958,MHL,East Asia and Pacific
MarshallIslands11959,MHL,East Asia and Pacific
MarshallIslands11960,MHL,East Asia and Pacific
MarshallIslands11961,MHL,East Asia and Pacific
MarshallIslands11963,MHL,East Asia and Pacific
MarshallIslands11964,MHL,East Asia and Pacific
MarshallIslands11966,MHL,East Asia and Pacific
MarshallIslands11967,MHL,East Asia and Pacific
MarshallIslands11968,MHL,East Asia and Pacific
MarshallIslands11969,MHL,East Asia and Pacific
MarshallIslands11970,MHL,East Asia and Pacific
MarshallIslands11971,MHL,East Asia and Pacific
MarshallIslands11972,MHL,East Asia and Pacific
MarshallIslands11983,MHL,East Asia and Pacific
MarshallIslands11984,MHL,East Asia and Pacific
MarshallIslands11985,MHL,East Asia and Pacific
MarshallIslands11986,MHL,East Asia and Pacific
MarshallIslands11987,MHL,East Asia and Pacific
MarshallIslands11988,MHL,East Asia and Pacific
Martinique8123,MTQ,Latin America and the Caribbean
Mauritania8575,MRT,Sub-Saharan Africa
Mauritania958,MRT,Sub-Saharan Africa
Mauritania959,MRT,Sub-Saharan Africa
Mauritania960,MRT,Sub-Saharan Africa
